order_id,order_date,order_value,category,payment_method,customer_age_days,past_orders,past_return_rate,address_mismatch,delivery_days,orders_last_24h,discount_pct,returned
R04837,2025-01-25,2174,Clothing,Prepaid,386,7,0.31,0,2,3,5,0
R02480,2025-01-25,695,Books,Prepaid,531,8,0.53,0,10,1,5,0
R03308,2025-01-25,968,Beauty,Prepaid,226,5,0.164,0,4,1,10,0
R05995,2025-01-25,664,Electronics,Prepaid,573,8,0.273,1,12,1,0,0
R01895,2025-01-25,1763,Home,Prepaid,995,6,0.339,0,9,1,5,0
R01342,2025-01-25,1464,Clothing,Prepaid,800,7,0.19,0,7,1,5,0
R00604,2025-01-25,900,Clothing,COD,781,7,0.114,0,9,2,0,0
R05456,2025-01-25,1687,Clothing,COD,428,7,0.488,0,11,1,5,1
R02761,2025-01-25,497,Clothing,COD,767,6,0.358,1,9,3,50,1
R02378,2025-01-25,150,Home,COD,411,2,0.29,0,3,2,30,1
R05089,2025-01-25,2208,Electronics,Prepaid,445,6,0.137,1,5,1,5,0
R05231,2025-01-25,874,Clothing,Prepaid,816,9,0.115,0,3,1,0,0
R04021,2025-01-25,2116,Books,Prepaid,564,4,0.124,0,2,1,5,0
R00682,2025-01-25,813,Clothing,COD,580,7,0.121,0,7,1,10,0
R03269,2025-01-25,181,Clothing,COD,858,4,0.156,0,4,2,10,0
R03204,2025-01-26,274,Clothing,Prepaid,372,7,0.103,1,11,2,10,0
R03249,2025-01-26,2896,Home,Prepaid,867,8,0.082,0,1,2,5,0
R00306,2025-01-26,462,Clothing,Prepaid,304,7,0.07,0,9,1,30,0
R03514,2025-01-26,2049,Beauty,Prepaid,802,8,0.101,0,1,1,5,0
R00329,2025-01-26,584,Electronics,COD,4,19,0.184,0,11,1,5,0
R04368,2025-01-26,2443,Beauty,COD,130,10,0.148,1,1,1,50,0
R00834,2025-01-26,1306,Electronics,Prepaid,332,8,0.05,0,11,1,20,0
R01187,2025-01-26,1264,Clothing,Prepaid,111,4,0.206,0,6,4,5,1
R01090,2025-01-26,888,Clothing,Prepaid,496,5,0.124,0,12,1,0,0
R01963,2025-01-26,443,Electronics,Prepaid,463,7,0.093,0,12,3,20,0
R00769,2025-01-26,1281,Home,Prepaid,842,7,0.19,1,2,3,0,0
R02108,2025-01-26,1153,Clothing,Prepaid,811,2,0.205,0,8,2,0,0
R04026,2025-01-26,1161,Electronics,COD,274,8,0.247,0,9,2,0,0
R05075,2025-01-26,868,Books,Prepaid,428,6,0.029,0,5,1,50,0
R03889,2025-01-26,488,Home,Prepaid,588,6,0.031,0,3,1,50,0
R02210,2025-01-26,291,Clothing,COD,840,10,0.157,0,5,1,0,0
R04668,2025-01-26,2227,Electronics,Prepaid,95,7,0.075,1,1,2,50,0
R00620,2025-01-26,599,Books,Prepaid,723,4,0.179,1,3,1,0,1
R01528,2025-01-26,420,Home,Prepaid,642,5,0.105,0,3,2,5,0
R05428,2025-01-26,1547,Clothing,COD,27,1,0.432,0,9,1,30,1
R03835,2025-01-26,513,Electronics,COD,210,4,0.012,0,1,2,0,0
R02519,2025-01-26,2590,Clothing,COD,997,8,0.149,0,3,2,0,0
R04954,2025-01-26,205,Clothing,Prepaid,511,6,0.422,1,1,1,0,0
R00721,2025-01-26,431,Home,Prepaid,718,3,0.272,0,6,1,30,0
R00241,2025-01-26,520,Beauty,COD,689,7,0.325,0,11,4,30,0
R00462,2025-01-26,1709,Beauty,COD,154,8,0.269,0,1,1,30,0
R00118,2025-01-26,770,Home,Prepaid,537,2,0.008,0,10,1,0,0
R00100,2025-01-26,914,Clothing,Prepaid,245,3,0.281,0,9,2,10,0
R03993,2025-01-26,481,Books,COD,766,1,0.203,0,1,3,0,0
R04016,2025-01-26,649,Books,COD,777,3,0.387,0,10,1,0,1
R05985,2025-01-26,2023,Home,Prepaid,977,2,0.026,0,12,1,0,0
R02736,2025-01-26,2038,Books,Prepaid,489,3,0.369,1,10,2,0,1
R01445,2025-01-26,633,Clothing,Prepaid,331,6,0.029,0,9,1,70,0
R00975,2025-01-27,5950,Clothing,Prepaid,259,5,0.032,0,11,1,20,0
R00408,2025-01-27,696,Clothing,COD,90,5,0.085,0,1,1,50,0
R00457,2025-01-27,704,Books,COD,479,7,0.125,0,7,2,10,0
R00752,2025-01-27,2449,Electronics,Prepaid,457,8,0.372,0,9,1,30,0
R02302,2025-01-27,1141,Home,Prepaid,875,7,0.376,0,9,2,20,1
R00924,2025-01-27,974,Books,COD,470,4,0.315,0,5,3,0,1
R05212,2025-01-27,1122,Books,Prepaid,914,5,0.281,1,8,2,30,0
R04061,2025-01-27,1922,Clothing,COD,376,3,0.109,0,6,2,10,0
R02330,2025-01-27,1705,Electronics,Prepaid,933,8,0.104,0,8,1,0,0
R03069,2025-01-27,5437,Clothing,COD,851,4,0.197,1,3,1,10,1
R01607,2025-01-27,728,Beauty,COD,782,7,0.063,0,6,1,10,0
R05921,2025-01-27,404,Electronics,Prepaid,251,6,0.086,0,2,3,70,0
R01612,2025-01-27,6742,Clothing,COD,939,5,0.09,0,6,2,30,0
R03058,2025-01-27,2538,Home,Prepaid,301,8,0.217,0,12,2,10,0
R04098,2025-01-27,6133,Clothing,COD,73,5,0.313,1,12,1,10,1
R00522,2025-01-27,2606,Beauty,Prepaid,968,7,0.281,0,3,3,10,0
R05906,2025-01-27,1188,Clothing,Prepaid,913,12,0.285,0,5,2,0,0
R05782,2025-01-27,1047,Clothing,Prepaid,809,8,0.142,0,9,1,30,0
R01575,2025-01-27,723,Beauty,Prepaid,108,6,0.015,0,5,1,20,0
R03671,2025-01-27,1960,Electronics,COD,314,3,0.526,0,3,1,20,0
R02891,2025-01-27,1080,Books,Prepaid,141,5,0.24,0,4,1,10,0
R02889,2025-01-27,528,Beauty,Prepaid,171,11,0.131,1,1,1,5,0
R00528,2025-01-27,492,Clothing,COD,982,8,0.461,1,5,3,10,0
R01935,2025-01-27,642,Home,COD,34,4,0.188,0,6,1,20,0
R00938,2025-01-27,299,Home,COD,283,6,0.054,0,1,1,30,0
R00256,2025-01-27,339,Beauty,COD,395,6,0.264,0,3,2,50,1
R05034,2025-01-27,5568,Clothing,Prepaid,431,5,0.125,0,9,1,20,0
R04631,2025-01-27,387,Electronics,COD,903,6,0.295,0,7,2,0,0
R01063,2025-01-27,364,Clothing,Prepaid,554,6,0.381,1,2,2,30,0
R05755,2025-01-27,4138,Clothing,Prepaid,138,4,0.292,0,5,2,10,0
R04348,2025-01-28,532,Electronics,Prepaid,504,7,0.217,0,8,1,20,0
R01970,2025-01-28,2301,Home,COD,422,3,0.458,0,1,2,50,0
R00961,2025-01-28,838,Clothing,Prepaid,961,8,0.48,0,6,2,50,0
R03038,2025-01-28,6708,Clothing,Prepaid,870,3,0.309,0,11,1,20,0
R01677,2025-01-28,1525,Clothing,Prepaid,255,8,0.02,0,10,1,5,0
R00182,2025-01-28,333,Clothing,COD,498,7,0.051,0,5,2,0,0
R04018,2025-01-28,645,Clothing,COD,861,2,0.071,0,3,3,0,1
R03928,2025-01-28,1938,Books,COD,333,8,0.132,0,3,1,20,0
R01698,2025-01-28,876,Electronics,Prepaid,380,9,0.073,0,12,1,0,0
R02063,2025-01-28,2724,Clothing,COD,956,5,0.049,0,8,1,5,0
R02013,2025-01-28,2577,Clothing,Prepaid,316,5,0.528,0,2,1,0,0
R02008,2025-01-28,311,Home,Prepaid,838,3,0.222,1,4,1,0,0
R05052,2025-01-28,751,Beauty,Prepaid,702,7,0.129,0,10,1,0,0
R02308,2025-01-28,888,Clothing,Prepaid,836,7,0.394,0,6,1,10,1
R01104,2025-01-28,1853,Clothing,Prepaid,586,9,0.156,0,11,2,20,0
R03980,2025-01-28,598,Home,Prepaid,720,7,0.407,0,8,2,5,1
R05251,2025-01-28,628,Electronics,Prepaid,910,4,0.222,0,1,2,0,0
R03830,2025-01-28,273,Beauty,COD,581,8,0.256,0,5,1,50,1
R00390,2025-01-28,802,Clothing,COD,200,5,0.078,0,6,1,20,0
R01046,2025-01-28,582,Clothing,Prepaid,484,10,0.048,1,5,1,0,0
R02222,2025-01-28,679,Home,Prepaid,264,6,0.453,0,12,1,10,0
R00273,2025-01-28,582,Home,Prepaid,792,10,0.098,1,6,1,0,0
R04766,2025-01-28,560,Clothing,Prepaid,481,7,0.129,0,3,2,30,0
R03686,2025-01-28,503,Electronics,Prepaid,341,6,0.258,0,10,2,10,0
R05547,2025-01-28,303,Beauty,Prepaid,885,8,0.114,1,2,2,20,0
R02886,2025-01-28,1448,Clothing,COD,470,6,0.108,0,1,1,0,0
R01524,2025-01-28,1048,Beauty,Prepaid,642,10,0.038,0,7,1,5,0
R04752,2025-01-28,195,Clothing,Prepaid,226,3,0.187,0,2,3,0,0
R02639,2025-01-28,960,Clothing,Prepaid,47,5,0.045,0,3,1,5,0
R03701,2025-01-28,1564,Clothing,Prepaid,710,4,0.244,0,1,1,5,0
R01537,2025-01-28,1456,Home,Prepaid,696,9,0.17,0,3,1,5,0
R01481,2025-01-28,316,Electronics,Prepaid,915,3,0.175,0,8,1,50,0
R02663,2025-01-28,2713,Electronics,COD,500,9,0.435,0,11,1,20,0
R05806,2025-01-28,1789,Electronics,Prepaid,250,10,0.305,0,7,1,0,0
R03568,2025-01-28,5455,Electronics,COD,51,7,0.293,1,12,1,0,0
R04720,2025-01-28,492,Electronics,COD,740,9,0.62,0,1,1,0,0
R04113,2025-01-28,1363,Home,COD,590,8,0.14,1,9,1,0,1
R00058,2025-01-28,3041,Clothing,Prepaid,923,5,0.216,0,8,3,0,1
R04211,2025-01-28,1735,Electronics,Prepaid,524,4,0.336,0,8,1,0,0
R05827,2025-01-28,420,Home,Prepaid,305,7,0.371,0,6,1,0,1
R00536,2025-01-28,2138,Beauty,COD,897,5,0.087,0,4,1,50,1
R05824,2025-01-28,422,Home,Prepaid,463,6,0.481,0,4,1,0,0
R04849,2025-01-28,3221,Clothing,Prepaid,741,5,0.398,0,3,3,70,1
R05366,2025-01-28,897,Books,Prepaid,46,8,0.429,0,7,1,0,0
R00357,2025-01-28,1534,Home,Prepaid,815,10,0.202,0,12,2,70,0
R01229,2025-01-28,2960,Electronics,COD,120,5,0.192,1,6,1,20,1
R05902,2025-01-28,1183,Books,COD,399,4,0.32,0,5,1,10,0
R01406,2025-01-29,1085,Home,COD,271,5,0.121,0,5,2,20,0
R05151,2025-01-29,1116,Electronics,COD,163,10,0.065,0,11,1,5,0
R01947,2025-01-29,507,Home,Prepaid,132,6,0.266,0,8,1,0,0
R03253,2025-01-29,3290,Electronics,Prepaid,481,4,0.148,0,11,1,5,0
R00533,2025-01-29,513,Electronics,Prepaid,167,3,0.183,0,9,4,30,0
R05457,2025-01-29,454,Books,COD,376,7,0.393,0,6,1,50,1
R03603,2025-01-29,1237,Clothing,Prepaid,764,7,0.235,0,6,1,0,0
R00847,2025-01-29,1979,Home,Prepaid,845,2,0.207,0,4,2,0,0
R03351,2025-01-29,2318,Beauty,Prepaid,132,9,0.215,0,12,1,50,0
R05832,2025-01-29,823,Electronics,Prepaid,260,4,0.22,1,8,1,5,0
R02792,2025-01-29,864,Home,Prepaid,604,3,0.101,1,9,3,10,0
R03403,2025-01-29,3990,Clothing,Prepaid,446,7,0.264,0,9,1,10,0
R02427,2025-01-29,1507,Books,Prepaid,739,1,0.482,0,6,1,0,0
R04663,2025-01-29,1572,Home,Prepaid,520,5,0.282,0,11,1,0,0
R00884,2025-01-29,668,Electronics,COD,864,4,0.223,0,5,2,0,0
R02868,2025-01-29,727,Home,Prepaid,59,7,0.295,0,6,2,10,0
R05937,2025-01-29,1062,Clothing,Prepaid,843,10,0.154,0,7,1,5,0
R05881,2025-01-29,673,Home,COD,42,6,0.146,0,11,1,30,0
R01695,2025-01-29,14189,Electronics,Prepaid,681,7,0.498,1,9,2,0,0
R03707,2025-01-29,1432,Clothing,COD,943,9,0.096,0,3,2,20,1
R02249,2025-01-29,1182,Clothing,COD,441,5,0.338,0,5,2,0,0
R04557,2025-01-29,798,Clothing,Prepaid,4,3,0.371,0,11,3,30,0
R00750,2025-01-29,1104,Clothing,COD,948,4,0.428,0,7,1,10,1
R03808,2025-01-29,412,Books,Prepaid,379,10,0.08,1,12,1,5,1
R05914,2025-01-29,5451,Electronics,COD,408,4,0.207,0,4,2,20,0
R01655,2025-01-29,749,Electronics,COD,807,10,0.068,1,12,3,10,0
R04418,2025-01-29,1773,Beauty,COD,37,6,0.289,0,6,1,5,0
R00937,2025-01-29,4908,Electronics,COD,42,4,0.109,1,11,1,5,1
R01941,2025-01-30,4226,Beauty,Prepaid,611,6,0.086,0,12,2,0,0
R03322,2025-01-30,1097,Electronics,COD,884,4,0.087,0,8,1,0,0
R01936,2025-01-30,2313,Clothing,COD,673,4,0.043,0,1,2,20,0
R03327,2025-01-30,1467,Beauty,Prepaid,243,8,0.168,0,8,1,5,0
R02369,2025-01-30,1380,Beauty,Prepaid,622,10,0.17,0,4,1,5,0
R00287,2025-01-30,3811,Home,Prepaid,468,6,0.11,0,12,1,20,0
R01596,2025-01-30,879,Books,Prepaid,193,5,0.045,0,8,1,5,0
R01637,2025-01-30,150,Electronics,Prepaid,56,2,0.066,0,5,2,0,0
R02433,2025-01-30,1403,Home,Prepaid,814,2,0.31,0,1,1,0,0
R02720,2025-01-30,867,Clothing,Prepaid,488,5,0.114,0,11,2,10,0
R00350,2025-01-30,630,Electronics,COD,428,2,0.38,0,9,2,20,1
R01908,2025-01-30,4918,Clothing,COD,839,4,0.497,0,1,4,5,1
R04884,2025-01-30,869,Home,COD,239,7,0.325,0,4,1,30,1
R01850,2025-01-30,2667,Beauty,Prepaid,118,15,0.176,0,5,1,0,0
R01854,2025-01-30,1329,Clothing,Prepaid,737,3,0.079,0,5,2,5,0
R05042,2025-01-30,1739,Electronics,Prepaid,704,8,0.242,0,6,1,10,0
R05542,2025-01-30,1039,Clothing,Prepaid,438,8,0.172,0,10,1,20,0
R00041,2025-01-30,485,Electronics,COD,163,4,0.119,0,5,2,10,0
R01076,2025-01-30,1142,Electronics,Prepaid,108,4,0.348,0,9,2,10,0
R00083,2025-01-30,2188,Home,COD,102,8,0.292,0,4,3,0,0
R01778,2025-01-30,732,Clothing,Prepaid,489,4,0.333,0,11,2,0,0
R03163,2025-01-30,1286,Electronics,COD,616,4,0.502,0,8,2,10,0
R02095,2025-01-30,1505,Books,COD,198,10,0.005,0,3,2,0,0
R01487,2025-01-30,2218,Beauty,COD,239,3,0.411,0,5,2,20,0
R02660,2025-01-30,1773,Beauty,Prepaid,639,7,0.03,0,4,2,70,0
R04957,2025-01-30,235,Electronics,COD,452,4,0.056,0,8,1,10,1
R03271,2025-01-30,4432,Electronics,Prepaid,230,7,0.391,1,2,2,10,0
R04583,2025-01-30,1080,Clothing,Prepaid,878,6,0.181,1,7,2,30,0
R01556,2025-01-30,720,Beauty,Prepaid,536,8,0.294,0,10,1,30,0
R02933,2025-01-30,582,Clothing,COD,853,7,0.062,0,4,2,0,0
R00623,2025-01-30,697,Electronics,Prepaid,184,6,0.124,0,6,3,10,0
R00532,2025-01-30,301,Clothing,Prepaid,770,9,0.324,1,9,1,10,1
R05762,2025-01-30,1064,Clothing,Prepaid,599,5,0.261,0,11,3,10,0
R03885,2025-01-30,1097,Books,Prepaid,133,4,0.357,0,10,2,5,0
R03365,2025-01-30,709,Beauty,Prepaid,829,7,0.169,0,9,1,5,0
R05846,2025-01-30,1505,Home,COD,737,4,0.471,0,4,2,0,1
R04220,2025-01-30,2975,Clothing,Prepaid,363,6,0.144,0,6,1,5,0
R04143,2025-01-30,1176,Beauty,COD,294,5,0.224,0,8,1,0,1
R00178,2025-01-30,1521,Electronics,Prepaid,520,5,0.021,1,3,1,10,0
R05978,2025-01-30,694,Books,Prepaid,425,7,0.296,0,10,3,10,0
R03180,2025-01-31,641,Electronics,COD,263,11,0.137,0,7,3,0,0
R00703,2025-01-31,809,Home,Prepaid,753,3,0.24,0,11,1,20,0
R04367,2025-01-31,617,Clothing,COD,559,9,0.206,0,1,1,50,1
R03559,2025-01-31,591,Beauty,Prepaid,500,3,0.276,1,12,1,10,0
R02596,2025-01-31,3209,Home,COD,444,3,0.392,0,4,2,30,0
R04283,2025-01-31,921,Clothing,Prepaid,634,3,0.372,0,4,2,70,0
R05377,2025-01-31,1986,Home,COD,45,7,0.129,1,10,1,5,0
R00262,2025-01-31,2311,Home,COD,294,4,0.774,0,6,3,0,0
R05418,2025-01-31,3150,Beauty,Prepaid,401,8,0.145,0,2,1,5,0
R02940,2025-01-31,794,Beauty,Prepaid,470,4,0.193,0,2,3,10,0
R04372,2025-01-31,1089,Beauty,Prepaid,671,5,0.019,0,5,1,10,0
R02534,2025-01-31,260,Electronics,Prepaid,866,3,0.291,1,8,1,30,0
R03524,2025-01-31,327,Clothing,COD,298,10,0.355,0,11,1,10,0
R05381,2025-01-31,875,Electronics,Prepaid,284,6,0.318,0,2,1,5,0
R03517,2025-01-31,678,Home,Prepaid,471,7,0.185,1,3,3,10,0
R05392,2025-01-31,3560,Electronics,COD,516,4,0.17,0,10,3,20,0
R05888,2025-01-31,499,Home,Prepaid,231,3,0.094,0,3,3,10,0
R04379,2025-01-31,520,Electronics,Prepaid,759,4,0.111,0,1,1,5,0
R03690,2025-01-31,1716,Electronics,Prepaid,266,9,0.091,0,12,2,5,0
R00168,2025-01-31,423,Clothing,COD,127,9,0.182,1,9,1,20,1
R01078,2025-01-31,2109,Home,COD,970,5,0.621,0,1,1,20,1
R03562,2025-01-31,319,Electronics,COD,710,2,0.153,0,11,2,0,0
R02328,2025-01-31,1422,Books,COD,681,5,0.47,0,10,2,0,0
R05620,2025-01-31,2432,Home,COD,411,9,0.176,1,7,2,20,0
R00685,2025-01-31,2949,Clothing,COD,451,10,0.119,0,8,1,10,0
R05176,2025-01-31,2280,Beauty,Prepaid,405,9,0.451,1,8,1,10,1
R05450,2025-01-31,967,Beauty,Prepaid,762,9,0.058,0,6,2,0,0
R02297,2025-01-31,1513,Books,Prepaid,61,15,0.085,0,3,1,0,0
R02200,2025-01-31,5021,Electronics,COD,95,9,0.192,0,2,2,0,1
R01193,2025-01-31,1305,Electronics,COD,545,8,0.26,0,4,1,0,0
R05299,2025-01-31,615,Clothing,COD,814,4,0.309,0,7,3,10,0
R00467,2025-01-31,305,Home,COD,990,7,0.201,0,3,1,20,0
R03049,2025-01-31,3099,Clothing,Prepaid,502,7,0.377,0,1,2,30,0
R04682,2025-01-31,309,Home,COD,731,5,0.082,1,2,1,0,0
R05851,2025-01-31,3707,Electronics,Prepaid,966,10,0.244,0,1,2,0,0
R00187,2025-01-31,681,Home,Prepaid,80,3,0.105,0,9,1,30,0
R01433,2025-01-31,2735,Beauty,COD,879,3,0.149,0,1,2,30,0
R05073,2025-02-01,1857,Clothing,Prepaid,777,6,0.481,0,11,1,5,0
R03196,2025-02-01,1129,Electronics,COD,924,11,0.232,0,7,1,5,0
R02478,2025-02-01,1412,Electronics,Prepaid,42,10,0.1,0,11,1,5,1
R02931,2025-02-01,705,Books,Prepaid,774,9,0.322,0,9,1,20,0
R03097,2025-02-01,1032,Clothing,COD,560,5,0.094,0,4,1,0,0
R00661,2025-02-01,2801,Clothing,COD,835,13,0.198,0,6,2,50,0
R01616,2025-02-01,2441,Clothing,COD,112,1,0.048,0,9,3,0,0
R03257,2025-02-01,739,Home,Prepaid,970,6,0.239,0,5,1,30,0
R02368,2025-02-01,1480,Beauty,Prepaid,677,9,0.111,0,12,1,30,0
R02147,2025-02-01,542,Beauty,COD,606,9,0.128,0,3,1,70,0
R02370,2025-02-01,3986,Clothing,Prepaid,321,3,0.08,0,9,1,5,0
R02450,2025-02-01,637,Electronics,Prepaid,131,4,0.043,1,9,1,10,0
R03761,2025-02-01,506,Clothing,Prepaid,921,12,0.275,0,10,2,30,0
R00704,2025-02-01,350,Home,COD,730,9,0.114,0,3,5,5,0
R03052,2025-02-01,1998,Electronics,COD,147,3,0.242,0,11,2,30,0
R03888,2025-02-01,1924,Clothing,COD,734,3,0.307,0,5,2,0,0
R00908,2025-02-01,1001,Beauty,Prepaid,363,11,0.35,0,7,1,10,0
R00230,2025-02-01,677,Electronics,COD,374,8,0.221,0,8,2,20,0
R03088,2025-02-01,1586,Clothing,COD,707,5,0.335,0,10,1,10,0
R02103,2025-02-01,3305,Clothing,Prepaid,299,8,0.054,1,5,1,20,0
R02248,2025-02-01,2668,Clothing,Prepaid,165,8,0.417,0,2,3,0,1
R00259,2025-02-01,474,Home,COD,479,6,0.445,0,11,1,0,0
R02051,2025-02-01,1305,Clothing,COD,47,6,0.309,0,6,1,20,0
R03950,2025-02-01,2246,Beauty,Prepaid,355,12,0.358,0,11,2,20,0
R00544,2025-02-01,3378,Clothing,Prepaid,406,10,0.397,0,7,1,5,0
R02805,2025-02-01,1011,Electronics,Prepaid,679,8,0.532,0,9,1,10,0
R05486,2025-02-01,5138,Beauty,Prepaid,153,5,0.224,0,10,1,20,0
R01032,2025-02-01,1065,Electronics,Prepaid,595,5,0.412,0,3,1,30,0
R00411,2025-02-01,987,Home,COD,932,6,0.224,0,5,1,0,0
R04634,2025-02-01,892,Home,COD,725,2,0.096,0,5,4,0,0
R00761,2025-02-01,223,Books,Prepaid,500,6,0.526,0,8,1,0,0
R05096,2025-02-01,419,Beauty,COD,704,4,0.197,0,6,1,0,0
R05961,2025-02-01,2556,Clothing,COD,78,10,0.461,0,9,1,0,1
R03289,2025-02-01,527,Clothing,Prepaid,928,5,0.189,1,4,2,50,0
R01702,2025-02-02,2658,Electronics,COD,474,3,0.145,0,6,1,10,0
R02032,2025-02-02,428,Beauty,COD,126,7,0.142,1,4,2,70,1
R03668,2025-02-02,1852,Electronics,Prepaid,915,2,0.116,0,5,2,5,0
R03087,2025-02-02,2361,Electronics,Prepaid,10,4,0.259,0,8,3,30,0
R05303,2025-02-02,1662,Clothing,Prepaid,384,4,0.281,0,1,1,5,0
R05474,2025-02-02,4532,Clothing,COD,435,3,0.072,0,2,1,70,0
R03792,2025-02-02,1418,Clothing,COD,247,7,0.314,0,8,2,30,0
R03824,2025-02-02,388,Clothing,Prepaid,127,8,0.125,0,4,1,10,0
R01174,2025-02-02,4813,Clothing,COD,102,8,0.033,0,4,1,70,0
R00469,2025-02-02,2179,Clothing,Prepaid,683,6,0.09,0,6,1,5,0
R00564,2025-02-02,295,Clothing,Prepaid,959,6,0.205,0,7,1,5,0
R04929,2025-02-02,3737,Clothing,Prepaid,920,6,0.163,0,7,1,0,0
R02381,2025-02-02,1078,Clothing,Prepaid,236,7,0.293,0,12,1,5,0
R03879,2025-02-02,938,Home,Prepaid,2,10,0.369,0,6,1,10,0
R02275,2025-02-02,1109,Electronics,COD,786,4,0.166,0,4,1,0,0
R01405,2025-02-02,1967,Electronics,COD,358,5,0.119,0,5,1,0,0
R02483,2025-02-02,561,Electronics,COD,939,3,0.237,0,1,1,5,0
R05391,2025-02-02,922,Home,Prepaid,680,5,0.071,0,8,1,20,0
R04226,2025-02-02,6467,Clothing,COD,368,8,0.109,0,9,2,10,0
R05493,2025-02-02,414,Electronics,Prepaid,818,4,0.33,0,3,1,30,0
R01883,2025-02-02,5188,Home,Prepaid,685,5,0.122,0,8,1,0,0
R01886,2025-02-02,1037,Beauty,COD,803,7,0.501,0,2,2,0,0
R00392,2025-02-02,229,Home,Prepaid,879,12,0.189,0,10,2,10,0
R04168,2025-02-02,366,Clothing,COD,173,6,0.128,0,2,2,5,0
R00349,2025-02-02,4782,Beauty,Prepaid,469,5,0.227,0,9,2,0,1
R04628,2025-02-02,1078,Books,COD,321,4,0.122,0,4,1,70,0
R04773,2025-02-02,1604,Clothing,Prepaid,233,11,0.162,0,9,1,30,0
R04391,2025-02-02,866,Clothing,Prepaid,179,7,0.441,0,1,2,5,0
R02613,2025-02-02,877,Clothing,COD,153,1,0.035,0,11,3,0,1
R00251,2025-02-02,1476,Books,COD,887,8,0.28,0,12,2,10,0
R03787,2025-02-02,2081,Electronics,Prepaid,693,4,0.128,0,10,1,20,0
R01106,2025-02-02,3780,Clothing,COD,421,7,0.297,0,2,4,0,1
R03099,2025-02-03,1228,Home,Prepaid,776,7,0.089,0,12,1,0,0
R05940,2025-02-03,643,Books,COD,89,8,0.104,0,7,2,5,0
R05496,2025-02-03,2980,Electronics,Prepaid,604,7,0.14,1,8,1,0,0
R04983,2025-02-03,2272,Books,Prepaid,946,6,0.143,0,11,1,0,0
R02926,2025-02-03,3122,Clothing,COD,233,4,0.087,0,8,1,5,0
R02674,2025-02-03,1384,Electronics,Prepaid,833,8,0.055,0,12,2,0,0
R05329,2025-02-03,1272,Beauty,Prepaid,214,7,0.097,1,7,2,0,1
R04156,2025-02-03,2505,Beauty,Prepaid,39,5,0.361,0,6,1,30,0
R02929,2025-02-03,2320,Beauty,Prepaid,181,11,0.398,0,12,1,30,0
R02741,2025-02-03,1604,Home,Prepaid,320,3,0.193,0,3,1,20,1
R05618,2025-02-03,948,Home,Prepaid,312,5,0.065,0,2,1,0,0
R01663,2025-02-03,2421,Electronics,Prepaid,874,4,0.079,0,4,1,0,0
R00912,2025-02-03,664,Electronics,Prepaid,865,6,0.272,0,9,2,10,1
R01345,2025-02-03,1413,Home,COD,23,5,0.287,0,9,1,30,0
R01639,2025-02-03,814,Clothing,Prepaid,988,9,0.277,0,9,3,5,0
R01326,2025-02-03,455,Electronics,COD,339,7,0.149,0,11,3,0,0
R03529,2025-02-03,941,Electronics,Prepaid,251,6,0.271,0,10,1,5,0
R01432,2025-02-03,1186,Books,Prepaid,357,6,0.091,1,8,1,0,0
R04331,2025-02-03,840,Clothing,COD,108,2,0.277,0,11,1,20,1
R02385,2025-02-03,2368,Clothing,COD,758,11,0.162,0,4,1,5,0
R04408,2025-02-03,369,Home,Prepaid,690,4,0.175,0,2,2,50,0
R01929,2025-02-03,896,Home,Prepaid,382,8,0.263,0,12,4,5,0
R00023,2025-02-03,988,Electronics,Prepaid,462,2,0.014,1,1,1,0,1
R05271,2025-02-03,2583,Electronics,Prepaid,347,6,0.56,0,2,1,0,0
R04019,2025-02-03,571,Clothing,COD,838,4,0.339,0,1,1,5,0
R01891,2025-02-03,866,Clothing,COD,713,7,0.487,0,4,2,10,1
R01798,2025-02-03,992,Electronics,COD,79,5,0.021,0,5,1,5,0
R03290,2025-02-03,1471,Beauty,COD,886,6,0.091,1,11,2,30,0
R01960,2025-02-03,967,Home,Prepaid,83,5,0.056,1,6,1,0,0
R03935,2025-02-03,2132,Home,Prepaid,439,5,0.139,0,7,2,0,0
R03359,2025-02-03,1250,Electronics,Prepaid,631,6,0.016,0,1,2,30,0
R00635,2025-02-03,433,Home,Prepaid,381,6,0.415,0,9,2,0,0
R04009,2025-02-04,1610,Clothing,Prepaid,731,9,0.072,0,4,1,0,0
R04905,2025-02-04,1032,Books,COD,268,3,0.069,0,5,2,30,1
R03045,2025-02-04,558,Electronics,COD,809,6,0.167,0,4,2,10,0
R02071,2025-02-04,1954,Clothing,Prepaid,920,6,0.309,1,9,2,10,1
R00072,2025-02-04,1241,Books,COD,774,10,0.071,0,2,1,10,0
R04248,2025-02-04,1498,Clothing,COD,13,7,0.644,1,6,3,0,1
R04956,2025-02-04,1466,Home,Prepaid,416,4,0.635,0,3,1,5,1
R04875,2025-02-04,1496,Electronics,Prepaid,133,8,0.048,0,10,3,10,1
R01523,2025-02-04,1318,Beauty,COD,226,10,0.072,0,4,2,5,0
R04491,2025-02-04,1668,Books,COD,752,9,0.137,0,8,1,0,0
R03913,2025-02-04,1659,Home,COD,344,5,0.058,0,5,1,10,0
R01178,2025-02-04,398,Books,Prepaid,617,4,0.106,0,6,2,50,0
R02993,2025-02-04,2110,Books,Prepaid,770,5,0.28,0,3,2,0,0
